,00bffd24-1f0b-586b-b353-4cea5ceaff1b,0c0ad75e-7c00-5393-8f79-03a1d11aadd0,133aaad0-7a96-5385-a436-42443c49a582,18001461-0c52-5caf-a1bf-dfe5284fa5cc,1af6b926-ad76-5af7-91a1-aac1f3fa6e31,1ec2e56f-4943-55cf-a2ce-27451edffd5f,1f226e09-3f9e-52e4-984c-c0749b9654d0,1f90f958-9825-5990-b41b-ea9e520a5337,206306f6-29c3-47f4-b9bc-1d0441c33289,206c710a-d76d-59f1-a51b-c8254ea6f344,24777e9b-5af7-5d0e-aa2f-96940f744836,26eb4fa3-029b-5d5c-a084-4862a3962ff5,28e290c3-89fd-47ca-b3c1-7a24eb52f7ac,2af8dd36-5065-571f-aa75-038c7496942e,2bbb4b68-109c-522d-8d7e-36b727c38d23,2df2ccd2-a52f-552c-923a-c4d4412f5fbe,3208c09f-88b3-470a-b8c9-ac2f18b028b3,41eefd84-3e15-5506-a490-4681b0b4319c,42a61309-f804-54b7-b961-89ce02f23da8,44e27cc3-a4dd-5f5c-9aff-324e75c14cec,46928fb1-083e-520d-b3a5-57b9e1b5e1a2,4c0430fb-0264-56fd-9e43-d58b7a80ea2b,4c1708a3-5c54-5e44-b996-f7c3ee807e43,4c2990f8-5a14-5ea7-934b-fb34b2e97538,5469522e-89a9-5707-99ef-e249c70d3199,558c875c-a40d-5ea9-83b8-b3bf5972ed59,5a5688a4-34bf-5967-8a14-53859dd00942,5a901e0d-adfa-54fa-89f0-e75acba8d2b7,5b9ac2bf-ad64-5aee-8109-63739f829e5f,5c8ce59c-3895-53ff-a960-734ebadbda3e,5c9da640-e95f-5fe6-b295-f6e259f368c3,5d9e2e3a-1a92-56de-b91e-17baeb8a17e9,5fdaa414-c47b-5eea-a9b3-71a5c720dd47,647aa852-0fcb-59c6-af68-0cb25c832fc7,66c64bf1-1781-540c-b43d-33f6cead3c04,677b2e87-413f-4e5e-8e2f-e4c02651c84e,75e14c02-8600-573d-a1ba-b74a2048b3e0,78aed709-a375-4895-bb31-5909fca0f81b,8ceaaff9-5406-5420-bf57-436f189a96ed,985f8460-2e08-5054-bd81-126d544cabd4,9b348edf-b40c-4795-9993-c6ee90bcc494,a36eca53-fc6a-5cd6-b252-7c999524d83b,a4e869e3-3c26-5a40-a357-9398f90c44cf,a4ee59d7-b7f9-4f2a-a341-378f2e915bfc,a5b46438-50df-5121-95a9-85f8906fca1a,aa469afb-1756-5338-8b69-77893cedec8a,ae93a919-6781-5f5a-9241-9252d479fc21,af895424-9a66-4695-bfa4-7cfaa8eac64f,b86df1b0-a516-44ed-9749-3cf83637af2f,c1f67271-ddbc-54ac-8f99-285288a18982,c990537f-0eef-542d-859f-2a09fcd08c4a,cc330331-31cc-45f7-9be6-eb8159dc051d,d05e6120-1fda-598e-b738-d2f059285a7e,d1789ded-cc22-5d69-acf9-1f7d02d6a8f3,d1cfd46e-8738-5672-b258-cb14a77de26e,d1f9f04a-7c0d-5b55-b57b-921fec720516,d1fbbe1c-6d3c-5511-866e-3efe95c8147e,d364be8b-cbee-56b1-8732-28b85f7dea4c,d4da0a9c-c97c-56e5-a38a-7f250438214e,e426bb2f-4ca6-51e3-8075-fd30ae23408b,e6b10eef-6b87-4ce4-8186-c356b75e7fec,f5f898a1-4712-52b5-b624-babd6d32ca72,f6433461-bbf7-5ac0-bc66-9ce557d6b082,fc78a31b-c8d7-4178-8b37-20e0c91db469,ffabbb9c-3d4c-543e-b6e6-80fadf3dea29
2022-07-08 10:30:00+00:00,10933.317,-848.10516,76073.67,110685.59,-70970.04,14611.556,23363.533,30744.408,47635.492,54701.562,50327.582,21027.836,29939.748,11256.701,-98411.68,-19886.107,40358.402,-26773.258,14142.869,-33258.305,-46165.547,103944.21,35580.72,-17235.951,12035.356,55038.066,2695.5796,-21220.953,22701.88,341.0315,126155.49,11625.599,311362.38,23665.518,-47809.664,144602.34,2937.1802,46878.61,-3168.353,-50273.418,80056.48,62893.414,28485.309,127895.05,17917.72,463.30576,152419.45,69575.82,263447.6,-21917.984,-27496.125,65776.47,-43893.7,-25307.346,38145.637,27538.178,-3052.7368,41081.51,15325.588,10717.846,78028.38,-80375.234,22516.031,53409.395,33841.547
2022-07-08 10:45:00+00:00,10515.501,-820.4363,73822.23,110285.25,-72740.42,10423.493,21362.57,30417.791,47607.203,48677.332,42303.95,16833.82,30128.379,11389.638,-99054.63,-20111.752,43095.71,-28072.6,13607.768,-33729.645,-46050.25,83932.78,43167.523,-13218.503,12070.491,50755.88,2707.8914,-22174.666,18380.344,-11627.027,124925.86,11668.95,310683.44,22855.395,-28283.576,143835.52,2946.8418,53423.613,-535.2468,-52627.555,83697.04,61242.32,24423.559,123450.56,16702.754,946.012,150767.47,69158.555,269539.38,-24226.133,-26626.275,65548.71,-44954.67,-24042.94,40385.113,25858.596,-2955.5803,41009.65,15211.657,10551.341,73167.89,-80425.27,21642.168,51807.27,33584.67
2022-07-08 11:00:00+00:00,10500.776,-753.54236,75304.94,111666.18,-74186.78,10229.84,20088.748,30473.092,48067.965,46817.094,46378.227,16968.93,30653.6,11556.343,-99594.055,-20127.607,42043.74,-32978.418,13077.169,-33896.797,-45489.082,76268.61,35353.863,-17148.262,12408.272,51349.938,2726.1409,-23057.074,18399.95,-3629.9314,126489.32,11955.755,313363.7,22251.186,-24542.535,142807.88,2962.2869,56116.594,-1767.4891,-54766.16,79612.15,60408.934,44708.383,127702.36,15435.372,1761.6671,149660.11,69273.94,265966.94,-22017.482,-25637.795,65766.41,-45899.76,-22517.023,34758.25,24469.273,-2855.8008,41691.047,15428.76,10804.308,84512.79,-88419.44,21013.299,50343.92,33521.46
2022-07-08 11:15:00+00:00,10690.004,-867.78796,80610.55,113324.55,-66099.99,10924.02,17715.8,31308.307,47740.59,48318.23,46555.766,17022.514,30144.793,11559.992,-86473.39,-17481.805,39844.598,-17210.781,14722.534,-33090.59,-45858.473,96246.05,37488.44,-13164.74,12397.639,51470.24,2708.2466,-12620.687,18509.535,349.7426,131157.95,11949.077,312752.16,24661.482,-36554.1,141395.02,2950.2246,58265.875,-1946.142,-47831.836,78933.1,60053.92,36835.047,127105.43,17216.846,1963.0653,147962.86,68502.484,268773.72,-28414.877,-25388.303,65540.65,-40034.254,-22154.277,34648.78,22517.31,-2838.2976,41564.957,16079.554,14555.414,71499.55,-84435.32,20756.793,44115.42,33504.29
2022-07-08 11:30:00+00:00,10605.455,-942.40076,83658.625,110076.76,-57305.633,11521.733,16082.105,32132.398,46989.16,53489.363,46610.445,20868.89,29493.895,11439.142,-73177.266,-15049.201,34142.145,-9334.6045,16376.593,-32345.607,-45954.7,96070.67,39394.863,-17231.844,12264.225,51036.36,2662.5117,-10213.509,22397.361,-3693.813,134889.2,11821.018,314063.28,26862.97,-36606.312,139392.05,2919.2012,36942.453,-1946.0259,-40504.832,78110.56,59366.152,36867.168,121615.62,19010.646,1867.652,145785.44,67472.48,265269.12,-29592.98,-25346.639,65065.53,-34037.316,-22328.99,34392.2,21255.96,-2822.2747,41104.004,16301.008,10102.322,74545.48,-92498.484,20667.863,46441.105,33233.027
2022-07-08 11:45:00+00:00,10744.998,-1047.2125,88586.55,111389.805,-49157.24,12171.073,13903.523,36953.047,46934.613,51048.668,54632.58,20905.65,29410.854,11377.829,-60008.062,-12259.948,36200.83,-1662.8545,18082.137,-31514.412,-46386.01,112092.92,41447.84,-9259.685,12306.583,51165.715,2687.6973,-3740.8418,22432.68,258.76,139702.75,11841.777,309078.2,29249.137,-24729.164,138723.47,2907.0295,39173.848,-2107.1575,-33580.55,81557.03,58217.934,36955.207,125077.53,20886.342,1974.3433,144572.02,67028.54,268448.06,-27940.057,-25030.074,64880.965,-28176.92,-21870.105,34254.54,19412.299,-2808.4128,41055.21,16417.195,9824.508,69877.56,-88528.95,20376.49,48344.37,33214.926
2022-07-08 12:00:00+00:00,10851.295,-1151.1769,92752.82,112363.04,-40762.895,8886.307,11957.994,33878.023,46471.12,52881.89,46573.71,12878.686,29069.545,11313.53,-46795.01,-9730.592,34430.773,14613.405,19976.285,-30747.143,-46754.242,123998.234,43563.223,-17303.727,12238.743,55074.58,2681.232,3099.2478,14368.075,-15822.544,144147.67,11777.774,311673.5,31860.625,-28645.969,137117.38,2883.4502,53499.36,-6120.4487,-26294.668,76907.42,57387.746,28957.271,120114.04,22933.902,2032.3662,143034.39,66294.62,266410.97,-33800.402,-24733.014,64554.367,-22175.566,-21478.959,38361.883,18088.527,-2785.7112,40794.527,16522.709,9611.029,69068.55,-88562.38,20439.61,38378.816,33040.086
2022-07-08 12:15:00+00:00,11298.643,-1481.2452,95547.99,117740.836,-34106.938,9208.221,8053.671,34352.934,46416.465,56908.227,46595.605,20982.877,27858.031,11526.223,-40882.223,-9721.075,31212.672,15774.938,20677.764,-29184.5,-48994.48,116228.07,44926.977,-13222.471,12416.128,55104.35,2755.6436,9986.841,22545.152,4110.6714,147165.05,11971.777,313849.75,32946.35,-36188.92,136481.0,2910.9292,50932.82,-3808.6423,-24460.21,76475.45,54045.195,31904.65,128732.31,23273.42,1923.5735,142445.12,65991.87,263070.28,-39032.438,-25446.725,64667.59,-20085.707,-22215.36,34921.48,14573.305,-2866.9856,41146.207,16362.589,8483.128,72113.266,-92564.375,20867.484,35292.047,32837.715
2022-07-08 12:30:00+00:00,11437.446,-1721.6299,96064.305,117450.15,-33866.203,9325.489,6587.0337,38552.715,45631.82,52471.49,50617.887,16872.416,26695.316,11412.157,-34470.16,-10134.116,25653.76,25047.156,21267.186,-27716.016,-50192.574,104165.65,49559.49,-17269.547,12367.38,54201.445,2731.3584,8640.046,18533.31,-3950.3064,148559.81,11925.215,315036.84,33796.31,-23977.744,135900.02,2889.571,38228.52,-4912.2935,-21870.578,75649.65,50930.3,22912.586,119798.54,23534.889,1325.4667,141141.42,65391.957,260734.72,-41185.53,-26199.465,64235.305,-17650.73,-23352.281,35267.402,12535.649,-2959.06,40756.508,15985.215,7205.396,67442.02,-88621.92,21241.518,42183.72,32183.2
2022-07-08 12:45:00+00:00,11525.66,-1894.0922,95733.14,117048.56,-28962.97,13496.609,6008.1396,34974.434,44047.582,51892.117,50494.47,20683.459,25154.648,11246.66,-27838.447,-11240.4,28312.887,26827.346,21884.36,-26383.256,-51019.633,95819.21,50369.47,-13375.488,12036.309,48832.855,2577.7163,11471.302,22503.562,-3997.7334,149006.92,11649.458,303958.16,34718.566,-39297.22,134322.38,2851.049,41895.805,-5787.228,-18651.135,78886.69,48504.39,29985.703,118466.01,23802.04,604.2951,139663.42,64218.684,260876.73,-38156.95,-27127.89,63827.16,-14972.622,-24962.78,35698.402,11302.994,-3040.7441,39878.4,15606.86,6087.9077,70569.49,-88656.68,21877.148,33675.938,31265.79
2022-07-08 13:00:00+00:00,11440.422,-2084.034,93661.16,115609.0,-24080.035,5684.063,5359.3296,39136.363,42652.36,55385.63,46344.98,12361.78,23769.309,11191.552,-21083.047,-12265.842,27343.55,36341.848,22547.775,-25159.514,-52011.438,115282.76,46969.383,-13466.292,11555.945,51153.34,2434.4722,18202.494,14277.585,-81.9408,147980.19,11275.17,299961.53,35586.074,-22896.207,133715.2,2836.1077,17834.479,-6632.7397,-15499.048,74277.95,45745.523,24887.783,121269.19,24193.734,-186.94466,138121.03,63122.13,253061.22,-43087.258,-28004.125,63158.215,-12299.9,-26357.592,36421.836,10031.595,-3130.3252,38608.918,15016.671,4954.592,65818.96,-88714.836,22333.75,33467.926,30329.377
2022-07-08 13:15:00+00:00,11939.877,-1455.262,92333.06,111749.69,-27403.488,13611.726,6601.527,38905.152,43711.953,50858.91,38370.684,20437.938,27988.625,11272.927,-24150.775,-11860.145,24905.373,29519.047,22193.889,-23256.023,-49090.19,123461.89,46505.9,-13421.0,11792.347,52490.37,2411.0557,13036.405,22381.498,-193.2493,147756.52,11425.638,301483.7,34915.81,-14368.347,134096.83,2855.8364,69044.84,-5943.6904,-17773.697,75356.52,49128.254,26786.93,125783.44,23870.705,1462.6746,139098.16,64478.414,258576.98,-41541.36,-24722.137,63169.62,-14176.218,-21718.303,41677.438,12505.897,-2794.8389,39484.484,15167.863,7474.506,66686.49,-88727.63,23019.693,37654.215,30902.799
2022-07-08 13:30:00+00:00,12222.818,-753.7024,89940.12,110072.74,-29298.229,9501.387,9491.579,38453.953,44741.4,50239.633,46309.805,16313.087,31570.756,11214.036,-26596.432,-11462.197,31696.518,35058.008,21791.29,-21541.604,-45280.266,107142.68,53606.223,-13477.949,11577.856,48956.61,2407.694,11762.183,18353.072,11673.181,145438.31,11197.06,299842.88,34172.715,-5951.733,133703.88,2847.8364,57853.785,-8679.656,-19296.54,76034.07,52705.324,28949.06,121194.06,23466.113,2845.5898,139130.75,64876.098,257965.08,-33272.203,-21581.514,62702.816,-15486.835,-17420.137,38964.49,16153.82,-2457.7415,39384.215,14959.843,9999.475,71377.84,-92765.45,23816.324,39234.13,31055.959
2022-07-08 13:45:00+00:00,12540.874,-23.073671,87272.234,112866.305,-30566.004,13513.746,13348.626,38080.83,45734.35,49711.38,42195.957,20205.125,34841.97,11408.094,-28708.127,-10983.009,35432.637,29188.748,21424.393,-19507.121,-41023.863,123144.484,45157.336,-13424.861,11644.314,49929.797,2392.6575,10528.744,22378.383,19544.45,143560.55,11239.642,299759.03,33529.703,-5295.9844,133262.6,2872.3923,39628.67,-3087.0745,-20452.367,80619.57,56570.363,31266.477,121217.15,23047.244,4515.6797,139004.25,65665.88,253862.52,-31569.139,-18454.572,62165.055,-16566.455,-12944.066,40931.707,20426.06,-2117.9268,39914.418,14759.831,12822.711,67937.484,-92812.57,24888.47,37634.555,31507.756
2022-07-08 14:00:00+00:00,12806.209,706.2391,83669.7,111505.58,-32485.064,9577.195,16316.204,37702.434,46621.906,53420.7,42003.434,12047.613,38695.406,11587.042,-30970.55,-10698.362,38585.246,19059.096,21242.75,-17619.379,-37438.12,107062.11,44667.52,-13382.257,11630.134,54778.645,2315.4353,13590.57,14267.063,11371.195,141446.94,11212.308,295724.12,33006.086,-8886.56,133648.3,2904.0798,76478.85,-1750.002,-21826.814,77622.46,60335.37,37296.38,121505.6,22920.594,6082.786,139799.28,66759.22,254185.66,-27338.883,-15311.516,61721.035,-17937.574,-8489.378,42914.79,24387.34,-1776.2198,40366.957,14524.738,15580.876,68875.44,-92864.76,25927.805,39444.55,31931.29
2022-07-08 14:15:00+00:00,13255.15,1233.9932,81956.97,111035.2,-29267.062,14206.23,19100.668,38050.074,47381.105,51802.562,41828.336,19898.162,41650.715,11841.432,-26557.422,-9178.155,37755.312,35545.977,22472.768,-15283.179,-35240.004,119009.734,49775.56,-13300.875,11605.288,51706.93,2299.4985,12649.715,22258.34,7194.07,141673.05,11206.461,300756.22,34412.133,-16007.253,135180.89,2959.0403,53650.02,346.3937,-18065.393,78865.3,64403.938,30771.79,126475.99,24891.506,7029.641,141711.7,68153.81,255728.94,-23210.814,-13497.918,61471.004,-15650.089,-5822.0415,46600.5,28454.328,-1568.8962,40766.316,14460.649,17827.059,70293.91,-88903.664,27634.256,41541.523,32684.512
2022-07-08 14:30:00+00:00,13936.7705,1748.7169,81303.05,102808.68,-26671.252,11065.326,20980.26,38533.92,48958.344,55724.555,45635.9,19820.332,45230.71,12121.013,-22023.025,-7170.0137,45212.133,36539.93,24357.443,-12894.317,-33731.215,107105.14,51104.375,-13185.756,11705.196,53139.477,2393.6973,16702.842,22319.29,7015.9766,143395.72,11301.355,303384.56,36657.742,-23347.898,138596.7,3026.405,70345.71,2509.8599,-14330.722,80790.5,68985.62,36149.992,120240.63,27618.812,8087.8335,145464.5,70293.93,255589.34,-16292.623,-11576.14,61661.914,-13278.709,-2860.9004,55129.316,32695.668,-1352.0898,41553.24,14480.237,20194.566,72566.48,-88928.48,29747.758,51402.12,37818.87
2022-07-08 14:45:00+00:00,14665.883,2579.325,77863.28,110404.56,-17432.346,12382.174,26812.584,39347.273,50609.062,65571.76,45358.18,15577.308,50330.42,12700.424,-15538.502,-5493.3657,52661.668,47686.17,27181.055,-10146.18,-31384.277,107169.43,49466.504,-4972.394,11753.875,58855.598,2349.4639,22433.215,18383.11,6890.1494,144193.31,11403.006,307714.62,40198.39,-30296.086,144927.72,3157.3486,65844.28,6136.4185,-8172.0054,88248.91,77269.805,33762.168,123702.65,31771.586,9206.382,152524.98,74277.57,265955.4,-12881.453,-9723.726,61996.977,-9614.646,105.74767,58354.363,41073.434,-1119.4867,42540.777,15025.454,23762.496,80852.36,-84944.03,33026.62,49195.242,35576.793
2022-07-08 15:00:00+00:00,15030.819,3553.1987,71002.59,104347.555,-15949.596,13885.689,32990.684,39765.46,52222.39,67876.85,41080.03,15042.123,56660.996,13313.287,-8420.61,-3982.6162,56634.953,50758.992,30324.447,-7632.1455,-29560.814,102935.98,51539.51,-12783.226,11501.552,60036.875,2351.4768,32754.22,18125.207,6751.7397,142770.23,11266.294,309890.78,43915.566,-29290.643,153354.02,3318.1843,69274.12,5901.0273,-1697.9657,88188.414,86093.984,35159.07,131725.73,36525.113,10080.277,161673.72,79002.57,269036.34,-5635.4663,-7855.4707,62060.574,-5980.09,3099.0852,65958.96,50234.855,-880.57056,43214.273,15596.533,27462.213,82195.414,-81028.69,36285.977,55528.465,37341.223
2022-07-08 15:15:00+00:00,15380.667,4423.06,64101.164,106078.79,-8895.558,15425.125,40159.688,40121.766,53444.023,74664.484,48882.543,14477.745,62449.53,13930.123,-485.8925,-2160.1152,68876.27,62213.918,33561.84,-4731.799,-28618.803,110719.836,53767.527,-4606.55,11223.055,61028.54,2326.1982,35386.766,17943.219,-1376.991,141199.62,11125.502,311543.75,47659.402,-12196.848,162890.25,3496.998,69432.234,14081.775,6175.2266,91990.66,94421.23,44042.64,140193.55,41751.492,10303.491,172312.73,84323.2,277070.44,6301.9688,-7341.2617,61997.18,-1726.1816,4177.455,74199.73,59513.887,-784.92065,43827.914,16157.019,30574.76,88229.266,-73137.48,39683.24,66694.45,39025.043
2022-07-08 15:30:00+00:00,15664.412,5282.984,59738.906,102281.555,-1963.4286,20609.115,47129.56,39639.945,54446.887,84102.016,52624.89,18001.787,68574.93,14526.342,7104.4263,-285.2462,76222.03,68432.47,35906.297,-2050.0476,-27233.55,98337.46,55139.83,-4464.3516,10832.598,61908.918,2366.5598,40896.117,21869.41,-1490.2354,137813.78,10889.044,306185.7,50565.305,-19451.748,171472.22,3684.1448,77180.47,17910.229,13325.246,94626.555,101096.9,37062.855,135765.28,46219.273,10667.339,181947.03,89571.65,285166.3,9618.617,-6787.189,60818.355,2027.3976,5332.772,80863.414,67772.52,-711.46124,43924.285,16489.268,33404.42,90107.04,-69278.92,42033.465,69199.26,40327.535
2022-07-08 15:45:00+00:00,15913.613,5811.201,56298.0,99467.61,1481.0012,17562.95,49021.04,38917.68,55453.85,84234.75,44424.098,13638.548,73857.33,15188.597,12587.514,1941.1478,79362.664,72756.0,37579.305,386.6991,-27635.736,102249.516,56119.684,-4296.6157,10725.42,59128.098,2483.7134,49359.902,17732.342,10449.755,134436.55,10897.336,309467.0,52515.992,-3005.9097,178226.31,3868.4548,85116.06,20030.434,17951.191,96176.82,104364.51,37546.066,143216.1,49723.113,11214.113,189868.62,94125.33,296688.9,10712.979,-6118.7573,59551.113,4493.3604,6848.2983,89570.586,71758.02,-647.28973,44374.836,16728.127,39324.156,98418.266,-65408.06,43199.15,71247.95,41570.3
2022-07-08 16:00:00+00:00,15737.784,6049.17,51853.258,90006.7,4190.6826,21959.875,48977.46,36826.684,54118.1,85068.6,47907.31,13057.535,75600.05,15618.164,16446.678,3424.652,75907.945,75477.87,37606.27,2477.5757,-27230.686,101949.984,55098.953,-250.04791,10462.614,59108.625,2419.935,47312.65,17363.32,10407.167,125199.68,10759.394,298380.0,52582.777,-14799.839,178948.1,3964.8364,80714.664,21322.09,21027.87,97842.516,103495.18,41954.15,142907.48,51065.668,11582.569,190988.02,95345.11,291634.12,11370.79,-5706.646,55656.258,6068.946,7648.408,87621.51,72844.09,-602.6609,43931.82,16553.484,35992.71,103100.34,-53590.777,42580.773,71403.47,41737.094
2022-07-08 16:15:00+00:00,15557.711,6365.329,49009.29,88192.56,8086.2173,22124.438,50361.914,34906.69,52988.76,85279.875,55379.38,16530.629,77008.695,15806.698,21005.646,4511.09,81314.67,71057.23,37437.645,4217.8447,-24889.414,93235.21,53842.625,-319.92896,9896.538,58629.414,2383.4146,48988.703,21048.652,6372.3228,115985.26,10331.016,285697.78,52496.0,-10476.136,177310.2,4000.271,101449.8,23045.635,24636.125,91192.91,103408.14,43148.12,140821.84,51926.14,12156.958,189249.48,95127.57,291784.8,18760.55,-4438.613,51674.977,8369.9,9482.839,88881.266,74742.44,-478.82272,42555.465,16274.369,37133.695,98897.52,-49735.01,41767.32,76312.164,41514.457
2022-07-08 16:30:00+00:00,15612.128,6600.7153,48186.707,86869.97,10918.031,22383.004,50757.96,34327.85,52946.89,89342.98,59118.285,12329.321,77914.95,16175.142,25032.422,6329.0776,81290.27,78605.79,37358.504,6413.432,-23145.094,77242.42,58100.42,7742.2964,9936.712,55312.523,2399.5767,50571.195,17002.432,18339.414,113352.71,10418.554,278587.12,52265.97,-2090.6504,174438.81,4046.7017,96945.32,24268.785,27627.559,89545.38,103915.836,44478.457,140347.28,52441.062,13104.88,187342.42,95133.4,282107.9,16516.75,-3068.0989,49929.535,10534.53,11759.05,89992.67,75348.63,-342.73212,42669.535,16325.9795,38320.098,98063.55,-49840.49,41777.6,71498.86,41815.914
2022-07-08 16:45:00+00:00,15726.581,7073.1167,47613.53,80724.984,17000.46,26480.746,56219.86,30170.764,52429.734,85773.695,46985.8,12109.614,79270.79,15982.721,30424.06,7429.578,80637.13,87476.695,37555.703,8581.394,-19305.893,76679.08,54193.156,7589.0244,9489.679,58976.14,2351.3616,56526.516,17106.36,14318.12,111088.875,10012.614,276545.97,52495.375,-5007.1763,172131.84,4012.6165,95901.58,22905.365,32790.566,88568.55,106849.4,50346.21,134320.27,53338.926,13438.408,185739.17,94748.914,286487.9,24335.402,-1743.9993,48510.086,13883.865,13376.29,91700.06,79521.71,-209.18088,41601.6,16208.173,39958.83,102252.945,-33914.586,42532.098,74675.89,41598.965
2022-07-08 17:00:00+00:00,15927.349,7313.722,47620.04,80221.85,24869.459,22615.164,58227.9,34109.027,52157.58,85854.414,50865.83,15985.266,79210.164,15815.645,34648.715,9034.68,85453.695,83631.195,37594.22,10926.043,-16607.959,72680.82,54260.773,3513.5764,9522.111,55202.816,2366.151,54051.242,21219.02,14281.34,110585.445,9997.172,267937.56,52398.586,-190.1614,168364.75,3959.7769,108878.836,28623.049,36425.37,90901.87,108269.18,43995.766,140449.55,53712.12,13946.218,182552.14,93590.7,278191.22,32537.447,-393.88217,47435.426,16496.617,15154.528,96825.06,80995.26,-68.862526,41621.69,16235.623,40956.58,96929.12,-33991.38,43081.43,79033.42,41655.977
2022-07-08 17:15:00+00:00,15807.02,7466.6074,47547.973,79800.28,23941.973,22617.838,59755.484,34112.625,52303.08,89164.53,42719.17,11882.938,79138.14,15838.084,38142.605,10318.329,85861.266,90717.77,37423.93,12068.89,-14395.958,68524.4,54459.04,11473.967,9432.79,55182.73,2451.5842,54810.062,17160.137,22242.625,110325.37,9923.422,269773.47,51983.41,8291.82,165116.11,3942.4895,113549.97,29595.328,38851.848,85705.305,108785.92,53242.293,131071.17,53570.766,14476.736,179219.69,92475.66,274990.53,31661.68,873.93567,46770.977,18514.21,17068.223,92770.64,81529.64,43.42411,41279.777,16121.692,41754.07,103550.18,-26057.168,43049.508,75007.1,41525.613
2022-07-08 17:30:00+00:00,15788.643,7626.856,47647.914,83433.83,26322.03,22731.398,60381.676,34045.215,52063.402,84929.07,42602.79,15813.24,79525.72,15745.267,41499.605,11322.326,85593.945,97832.805,37464.137,13167.67,-12754.656,96452.445,54508.84,11419.692,9390.69,59252.176,2448.409,56045.426,21132.3,22211.652,110430.36,9862.628,266859.22,51898.223,8626.233,162599.89,3914.085,105317.58,30379.877,41101.688,84602.336,109398.46,46329.188,133857.4,53754.19,14950.028,176998.9,91604.414,272291.5,33245.71,2207.8005,46132.895,20213.578,18946.652,92800.38,81811.15,164.91966,45225.496,16133.125,42499.793,98439.59,-22119.514,43048.375,78365.99,41493.484
2022-07-08 17:45:00+00:00,15952.391,7888.5005,48155.68,82725.44,30479.26,22936.215,62986.145,34155.8,52234.53,85734.68,50512.703,7707.232,79867.24,15620.04,45855.535,12492.236,83604.0,98295.1,37914.92,14490.415,-10178.668,76263.22,54835.656,11371.028,9256.925,55349.652,2497.374,61918.027,13218.346,26173.904,110255.195,9719.454,259581.11,52488.23,17282.383,160844.4,3889.3293,103121.4,32103.033,44755.844,83873.54,111754.41,51763.06,132487.44,54559.418,15364.055,175264.56,90774.84,265777.06,42042.105,3303.429,45354.85,22834.299,20345.594,94159.6,84268.516,291.1733,44964.098,16237.143,43612.3,93959.57,-6155.422,43760.934,75853.6,41641.77
2022-07-08 18:00:00+00:00,15877.28,8032.6143,48043.332,80961.54,33678.88,22912.717,64189.94,33665.348,51609.996,85083.09,46368.33,15531.683,79371.81,15409.308,49366.65,13356.974,87881.98,101507.76,37674.613,15554.919,-7784.381,75965.734,54289.79,11268.453,9033.675,54921.258,2477.1033,58707.617,21168.656,22143.898,107957.12,9495.323,256725.02,52186.81,13619.853,157268.52,3836.4668,107981.32,33173.34,47325.293,85888.32,111988.27,53013.977,130026.94,54481.77,15685.665,171378.0,88949.53,268751.9,41274.797,4450.6855,43786.92,24773.547,21764.736,94106.88,84916.23,406.54944,44357.918,16062.379,44178.8,92249.445,5776.121,43524.246,79938.29,41363.055
2022-07-08 18:15:00+00:00,15605.24,8115.4375,47499.816,75234.84,35915.613,22617.049,66110.43,33088.625,51098.566,87423.42,46251.22,11350.1875,78033.17,14985.209,50624.777,13739.179,88243.414,102218.96,36876.77,15938.1455,-5695.5957,79633.6,53231.414,11080.363,8747.804,53968.047,2542.0083,57922.266,17023.22,26090.664,104791.32,9194.712,245078.83,51199.65,10018.2295,153380.7,3740.7927,105589.59,29789.156,48357.973,79732.99,111278.53,41903.547,127450.48,53470.266,15487.513,167573.42,86843.164,259360.08,44877.77,4920.893,42412.1,25709.38,22131.693,96905.81,85270.76,448.90994,39576.914,15834.233,44146.273,86501.32,9727.722,42848.03,76661.69,40602.953
2022-07-08 18:30:00+00:00,15470.682,8092.3584,47290.49,74078.8,37789.96,22278.43,67686.38,32747.928,50496.062,81966.05,50209.074,15268.925,76599.95,14569.511,51604.312,14005.3955,84640.914,107069.375,36252.18,16406.701,-3715.5024,75409.67,52300.15,6930.4097,8599.149,57154.18,2539.6257,61094.613,20974.787,26059.691,103265.52,9003.2295,242722.66,50362.33,18331.242,150417.1,3654.8774,111193.234,34356.086,49239.152,77908.5,110500.69,34633.18,120796.54,52609.42,15306.341,163411.77,84706.65,254075.88,48187.117,5466.1675,41434.336,26518.82,22610.06,92148.37,85293.516,484.13907,38891.69,15510.132,44033.797,92631.72,13696.082,42407.37,81257.75,40010.445
2022-07-08 18:45:00+00:00,15269.056,8063.814,46565.793,72648.33,39384.598,22020.006,68823.58,28307.766,49776.453,80624.39,46091.68,11129.377,75159.77,14289.694,52535.574,14243.495,88872.22,103910.0,35676.81,16794.098,-1988.7874,67152.76,55411.426,10806.162,8414.39,52360.316,2535.286,56398.88,16858.188,34031.62,101194.3,8810.092,232676.33,49575.895,10583.816,147548.1,3588.6794,112478.69,34838.855,49983.42,76059.086,109713.66,31252.768,126341.8,51812.52,15230.734,159470.72,82702.05,248935.2,54972.203,5971.3115,40323.055,27226.91,23123.945,91447.47,85170.45,521.8093,42153.81,15282.847,43923.332,82809.99,13650.52,41941.887,77601.836,39432.277
